status,duration,credit_history,purpose,amount,savings,employment_duration,installment_rate,personal_status_sex,other_debtors,present_residence,property,age,other_installment_plans,housing,number_credits,job,people_liable,telephone,foreign_worker,credit_risk
3.0,10,2.0,4.0,1225,1.0,3.0,2.0,3.0,1.0,2.0,3.0,37,3.0,2.0,1,3.0,2,2.0,2.0,1
1.0,24,2.0,1.0,2812,5.0,5.0,2.0,2.0,1.0,4.0,1.0,26,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,15,2.0,1.0,3029,1.0,4.0,2.0,3.0,1.0,2.0,3.0,33,3.0,2.0,1,3.0,2,1.0,2.0,1
3.0,6,4.0,6.0,1047,1.0,3.0,2.0,2.0,1.0,4.0,2.0,50,3.0,2.0,1,2.0,2,2.0,2.0,1
4.0,15,4.0,3.0,1471,1.0,3.0,4.0,3.0,1.0,4.0,4.0,35,3.0,3.0,2,3.0,2,2.0,2.0,1
4.0,24,2.0,2.0,5511,2.0,3.0,4.0,3.0,1.0,1.0,3.0,25,2.0,2.0,1,3.0,2,1.0,2.0,1
2.0,9,2.0,3.0,1206,1.0,5.0,4.0,2.0,1.0,4.0,3.0,25,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,24,3.0,3.0,6403,1.0,2.0,1.0,3.0,1.0,2.0,3.0,33,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,2.0,3.0,707,1.0,3.0,4.0,3.0,1.0,2.0,1.0,30,1.0,2.0,2,3.0,2,1.0,2.0,1
4.0,12,3.0,1.0,1503,1.0,3.0,4.0,4.0,1.0,4.0,1.0,41,3.0,1.0,1,3.0,2,1.0,2.0,1
2.0,12,2.0,0.0,6078,1.0,4.0,2.0,3.0,1.0,2.0,3.0,32,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,27,2.0,9.0,2528,1.0,2.0,4.0,2.0,1.0,1.0,2.0,32,3.0,2.0,1,3.0,1,2.0,2.0,1
2.0,12,2.0,9.0,1037,2.0,4.0,3.0,3.0,1.0,4.0,1.0,39,3.0,2.0,1,4.0,2,1.0,2.0,1
1.0,6,2.0,1.0,1352,3.0,1.0,1.0,2.0,1.0,2.0,2.0,23,3.0,1.0,1,1.0,2,2.0,2.0,1
4.0,24,2.0,3.0,3181,1.0,2.0,4.0,2.0,1.0,4.0,2.0,26,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,18,2.0,3.0,4594,1.0,2.0,3.0,3.0,1.0,2.0,3.0,32,3.0,2.0,1,3.0,2,2.0,2.0,1
2.0,48,2.0,10.0,5381,5.0,1.0,3.0,3.0,1.0,4.0,4.0,40,1.0,3.0,1,1.0,2,2.0,2.0,1
4.0,15,2.0,1.0,4657,1.0,3.0,3.0,3.0,1.0,2.0,3.0,30,3.0,2.0,1,3.0,2,2.0,2.0,1
2.0,9,2.0,9.0,1391,1.0,3.0,2.0,4.0,1.0,1.0,1.0,27,1.0,2.0,1,3.0,2,2.0,2.0,1
2.0,18,2.0,9.0,1913,4.0,2.0,3.0,4.0,1.0,3.0,1.0,36,1.0,2.0,1,3.0,2,2.0,2.0,1
4.0,42,2.0,3.0,7166,5.0,4.0,2.0,4.0,1.0,4.0,2.0,29,3.0,1.0,1,3.0,2,2.0,2.0,1
4.0,13,2.0,3.0,1409,2.0,1.0,2.0,2.0,1.0,4.0,1.0,64,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,3.0,9.0,2978,5.0,3.0,4.0,3.0,1.0,4.0,1.0,32,3.0,2.0,2,3.0,1,2.0,2.0,1
4.0,12,4.0,3.0,976,5.0,5.0,4.0,3.0,1.0,4.0,3.0,35,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,24,3.0,9.0,2375,3.0,3.0,4.0,3.0,1.0,2.0,3.0,44,3.0,2.0,2,3.0,1,2.0,2.0,1
4.0,12,4.0,3.0,522,3.0,5.0,4.0,3.0,1.0,4.0,2.0,42,3.0,2.0,0,3.0,1,2.0,2.0,1
4.0,28,4.0,3.0,2743,1.0,5.0,4.0,3.0,1.0,2.0,3.0,29,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,11,4.0,3.0,1154,2.0,1.0,4.0,2.0,1.0,4.0,1.0,57,3.0,2.0,3,2.0,2,1.0,2.0,1
4.0,24,4.0,1.0,5804,4.0,3.0,4.0,3.0,1.0,2.0,1.0,27,3.0,2.0,0,3.0,2,1.0,2.0,1
4.0,18,4.0,3.0,1169,5.0,3.0,4.0,3.0,1.0,3.0,2.0,29,3.0,2.0,2,3.0,2,2.0,2.0,1
1.0,18,4.0,2.0,1478,1.0,5.0,4.0,3.0,1.0,4.0,3.0,44,3.0,2.0,2,3.0,1,2.0,2.0,1
4.0,12,2.0,3.0,776,1.0,3.0,4.0,4.0,3.0,2.0,1.0,28,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,11,4.0,0.0,1322,4.0,3.0,4.0,2.0,1.0,4.0,3.0,40,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,16,4.0,0.0,1175,1.0,1.0,2.0,3.0,1.0,3.0,3.0,68,3.0,3.0,3,3.0,2,2.0,2.0,1
4.0,12,2.0,0.0,2133,5.0,5.0,4.0,2.0,1.0,4.0,4.0,52,3.0,3.0,0,4.0,2,2.0,2.0,1
4.0,15,2.0,3.0,1829,1.0,5.0,4.0,3.0,1.0,4.0,3.0,75,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,12,4.0,3.0,14421,1.0,5.0,4.0,3.0,1.0,4.0,1.0,52,3.0,2.0,3,3.0,2,1.0,2.0,1
2.0,39,3.0,6.0,11760,2.0,4.0,4.0,3.0,1.0,3.0,4.0,32,3.0,1.0,1,3.0,2,2.0,2.0,1
2.0,9,4.0,6.0,1501,1.0,5.0,2.0,2.0,1.0,3.0,3.0,34,3.0,2.0,2,4.0,2,2.0,2.0,0
1.0,12,2.0,6.0,1200,5.0,3.0,4.0,2.0,1.0,4.0,2.0,23,1.0,1.0,1,3.0,2,2.0,2.0,1
2.0,9,2.0,0.0,3195,5.0,3.0,1.0,2.0,1.0,2.0,1.0,33,3.0,2.0,1,2.0,2,1.0,2.0,1
4.0,30,4.0,3.0,4530,1.0,4.0,4.0,2.0,1.0,4.0,3.0,26,3.0,1.0,1,4.0,2,2.0,2.0,1
4.0,12,3.0,5.0,1555,4.0,5.0,4.0,3.0,1.0,4.0,4.0,55,3.0,3.0,2,3.0,1,1.0,2.0,0
2.0,15,4.0,9.0,2326,3.0,3.0,2.0,3.0,1.0,4.0,3.0,27,1.0,2.0,1,3.0,2,1.0,2.0,1
2.0,18,4.0,9.0,1887,5.0,3.0,4.0,4.0,1.0,4.0,1.0,28,1.0,2.0,2,3.0,2,1.0,2.0,1
4.0,12,4.0,9.0,1264,5.0,5.0,4.0,3.0,1.0,4.0,4.0,57,3.0,1.0,1,4.0,2,1.0,2.0,1
4.0,7,3.0,3.0,846,5.0,5.0,3.0,3.0,1.0,4.0,4.0,36,3.0,3.0,1,3.0,2,1.0,2.0,1
4.0,15,4.0,6.0,1532,2.0,3.0,4.0,2.0,1.0,3.0,3.0,31,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,6,3.0,10.0,935,1.0,3.0,3.0,2.0,1.0,2.0,1.0,24,3.0,2.0,1,3.0,2,1.0,2.0,1
1.0,27,4.0,9.0,2442,1.0,5.0,4.0,3.0,1.0,4.0,3.0,43,2.0,2.0,4,4.0,1,2.0,2.0,1
2.0,18,4.0,9.0,3590,1.0,1.0,3.0,4.0,1.0,3.0,3.0,40,3.0,2.0,3,1.0,1,2.0,2.0,1
4.0,21,4.0,2.0,2288,1.0,2.0,4.0,4.0,1.0,4.0,2.0,23,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,27,3.0,9.0,5117,1.0,4.0,3.0,3.0,1.0,4.0,3.0,26,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,39,4.0,10.0,14179,5.0,4.0,4.0,3.0,1.0,4.0,2.0,30,3.0,2.0,2,4.0,80,2.0,2.0,1
4.0,15,2.0,3.0,1386,5.0,3.0,4.0,4.0,1.0,2.0,3.0,40,3.0,1.0,1,3.0,2,2.0,2.0,1
4.0,12,4.0,3.0,618,1.0,5.0,4.0,3.0,1.0,4.0,1.0,56,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,2.0,2.0,1574,1.0,3.0,4.0,3.0,1.0,4.0,1.0,50,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,6,4.0,3.0,700,5.0,5.0,4.0,3.0,1.0,4.0,4.0,36,3.0,3.0,2,3.0,2,1.0,2.0,1
4.0,12,2.0,3.0,886,5.0,3.0,4.0,2.0,1.0,2.0,3.0,21,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,36,2.0,1.0,4686,1.0,3.0,2.0,3.0,1.0,2.0,4.0,32,3.0,3.0,1,4.0,2,2.0,2.0,1
2.0,9,2.0,3.0,790,3.0,3.0,4.0,2.0,1.0,3.0,1.0,66,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,12,2.0,3.0,766,3.0,3.0,4.0,3.0,1.0,3.0,1.0,66,3.0,2.0,1,2.0,2,1.0,2.0,0
1.0,20,2.0,2.0,2212,5.0,4.0,4.0,3.0,1.0,4.0,3.0,39,3.0,2.0,1,3.0,2,2.0,2.0,1
2.0,10,2.0,0.0,7308,1.0,1.0,2.0,3.0,1.0,4.0,4.0,70,1.0,3.0,1,4.0,2,2.0,2.0,1
2.0,24,4.0,6.0,5743,1.0,2.0,2.0,2.0,1.0,4.0,4.0,24,3.0,3.0,2,3.0,2,2.0,2.0,1
1.0,14,2.0,0.0,3973,1.0,1.0,1.0,3.0,1.0,4.0,4.0,22,3.0,3.0,1,3.0,2,1.0,2.0,1
2.0,60,3.0,3.0,7418,5.0,3.0,1.0,3.0,1.0,1.0,1.0,27,3.0,2.0,1,2.0,0,1.0,2.0,1
2.0,20,3.0,10.0,2629,1.0,3.0,2.0,3.0,1.0,3.0,3.0,29,1.0,2.0,2,3.0,2,2.0,2.0,1
2.0,18,2.0,9.0,1941,4.0,3.0,4.0,3.0,1.0,2.0,2.0,35,3.0,2.0,1,2.0,2,2.0,2.0,1
2.0,24,3.0,2.0,2333,5.0,2.0,4.0,3.0,1.0,2.0,2.0,29,1.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,2.0,1.0,2445,5.0,2.0,2.0,4.0,1.0,4.0,3.0,26,3.0,1.0,1,3.0,2,2.0,2.0,1
2.0,20,2.0,1.0,6468,5.0,1.0,1.0,1.0,1.0,4.0,1.0,60,3.0,2.0,1,4.0,2,2.0,2.0,1
2.0,18,4.0,2.0,7374,1.0,1.0,4.0,3.0,1.0,4.0,2.0,40,2.0,2.0,2,4.0,2,2.0,2.0,1
4.0,15,2.0,1.0,3812,2.0,2.0,1.0,2.0,1.0,4.0,3.0,75,3.0,2.0,1,3.0,2,2.0,2.0,1
1.0,28,2.0,0.0,4006,1.0,3.0,3.0,3.0,1.0,2.0,3.0,45,3.0,2.0,1,2.0,2,1.0,2.0,0
3.0,12,2.0,2.0,1424,5.0,5.0,3.0,2.0,1.0,4.0,1.0,55,3.0,2.0,1,4.0,2,2.0,2.0,1
2.0,12,2.0,1.0,2028,5.0,3.0,4.0,3.0,1.0,2.0,3.0,33,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,15,2.0,0.0,5324,3.0,5.0,1.0,2.0,1.0,4.0,4.0,35,3.0,3.0,1,3.0,2,1.0,2.0,1
4.0,36,2.0,3.0,2323,1.0,4.0,4.0,3.0,1.0,4.0,3.0,24,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,18,2.0,2.0,1984,1.0,3.0,4.0,3.0,1.0,4.0,4.0,47,1.0,3.0,2,3.0,2,1.0,2.0,1
4.0,24,2.0,3.0,999,5.0,5.0,4.0,3.0,1.0,2.0,3.0,25,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,60,2.0,3.0,7409,5.0,5.0,3.0,3.0,1.0,4.0,2.0,37,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,15,2.0,2.0,2186,5.0,4.0,1.0,2.0,1.0,4.0,1.0,33,1.0,1.0,1,2.0,2,1.0,2.0,1
3.0,36,2.0,3.0,4473,1.0,5.0,4.0,3.0,1.0,2.0,3.0,31,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,2.0,8.0,937,1.0,2.0,4.0,4.0,1.0,3.0,3.0,27,3.0,2.0,2,2.0,2,1.0,2.0,1
4.0,18,2.0,2.0,3422,1.0,5.0,4.0,3.0,1.0,4.0,2.0,75,1.0,2.0,3,3.0,1,2.0,2.0,1
4.0,24,2.0,3.0,3105,5.0,2.0,4.0,3.0,1.0,2.0,3.0,25,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,12,4.0,6.0,2748,1.0,5.0,2.0,2.0,1.0,4.0,4.0,57,1.0,3.0,3,2.0,2,1.0,2.0,1
2.0,18,2.0,5.0,3872,1.0,1.0,2.0,2.0,1.0,4.0,3.0,67,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,27,2.0,5.0,5190,5.0,3.0,4.0,3.0,1.0,4.0,2.0,33,3.0,2.0,4,3.0,1,2.0,2.0,1
2.0,18,2.0,2.0,3001,1.0,4.0,2.0,2.0,1.0,4.0,1.0,40,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,24,3.0,9.0,3863,1.0,3.0,1.0,3.0,1.0,2.0,4.0,32,3.0,3.0,1,3.0,2,1.0,2.0,1
4.0,12,4.0,2.0,5801,5.0,5.0,2.0,3.0,1.0,4.0,2.0,49,3.0,1.0,1,3.0,2,2.0,1.0,1
4.0,12,4.0,2.0,1592,4.0,4.0,3.0,2.0,1.0,2.0,2.0,35,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,4.0,9.0,1185,1.0,3.0,3.0,2.0,1.0,2.0,1.0,27,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,18,4.0,2.0,3780,1.0,2.0,3.0,1.0,1.0,2.0,3.0,35,3.0,2.0,2,4.0,2,2.0,2.0,1
2.0,18,4.0,2.0,3612,1.0,5.0,3.0,2.0,1.0,4.0,2.0,37,3.0,2.0,1,4.0,2,2.0,1.0,1
4.0,12,2.0,9.0,1076,1.0,3.0,2.0,4.0,1.0,2.0,1.0,26,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,12,2.0,0.0,3527,5.0,2.0,2.0,3.0,1.0,3.0,2.0,45,3.0,2.0,1,4.0,1,2.0,2.0,1
4.0,60,2.0,3.0,2051,1.0,2.0,4.0,3.0,1.0,1.0,1.0,33,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,4.0,2.0,3331,1.0,5.0,2.0,3.0,1.0,4.0,2.0,42,2.0,2.0,1,3.0,2,1.0,2.0,1
1.0,18,0.0,9.0,3104,1.0,4.0,3.0,3.0,1.0,1.0,2.0,31,1.0,2.0,1,3.0,2,2.0,2.0,1
4.0,24,4.0,3.0,2611,1.0,5.0,4.0,4.0,2.0,3.0,1.0,46,3.0,2.0,2,3.0,2,1.0,2.0,1
1.0,12,4.0,1.0,1409,1.0,5.0,4.0,3.0,1.0,3.0,1.0,54,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,2.0,3.0,1311,2.0,4.0,4.0,4.0,1.0,3.0,2.0,26,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,6,2.0,3.0,2108,1.0,4.0,2.0,4.0,1.0,2.0,1.0,29,3.0,1.0,1,3.0,2,1.0,2.0,1
4.0,24,4.0,1.0,4042,5.0,4.0,3.0,3.0,1.0,4.0,2.0,43,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,12,4.0,0.0,926,1.0,1.0,1.0,2.0,1.0,2.0,2.0,38,3.0,2.0,1,1.0,2,1.0,2.0,1
1.0,12,2.0,3.0,1680,3.0,5.0,3.0,4.0,1.0,1.0,1.0,35,3.0,2.0,1,3.0,803,1.0,2.0,1
4.0,24,2.0,0.0,1249,1.0,2.0,4.0,4.0,1.0,2.0,1.0,28,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,24,4.0,0.0,2463,2.0,4.0,4.0,4.0,1.0,3.0,2.0,27,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,6,2.0,3.0,1595,1.0,4.0,3.0,4.0,1.0,4.0,2.0,51,3.0,2.0,1,3.0,1,1.0,2.0,1
4.0,6,4.0,3.0,1740,1.0,5.0,2.0,4.0,1.0,2.0,1.0,30,3.0,1.0,2,3.0,2,1.0,2.0,1
4.0,12,4.0,3.0,1240,5.0,5.0,4.0,2.0,1.0,2.0,1.0,38,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,24,4.0,1.0,6842,5.0,3.0,2.0,3.0,1.0,4.0,2.0,33,3.0,2.0,2,4.0,1,2.0,2.0,1
4.0,24,4.0,2.0,5150,1.0,5.0,4.0,3.0,1.0,4.0,3.0,33,3.0,2.0,1,3.0,2,2.0,2.0,1
1.0,6,2.0,0.0,1203,2.0,5.0,3.0,3.0,1.0,2.0,2.0,43,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,6,4.0,0.0,2080,3.0,3.0,1.0,4.0,1.0,2.0,3.0,24,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,6,2.0,6.0,1538,1.0,2.0,1.0,2.0,1.0,2.0,4.0,33,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,24,4.0,0.0,3878,2.0,2.0,4.0,1.0,1.0,2.0,3.0,37,3.0,2.0,1,3.0,2,2.0,2.0,1
2.0,60,2.0,2.0,3832,1.0,2.0,2.0,4.0,1.0,1.0,2.0,22,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,15,2.0,0.0,3186,4.0,4.0,4.0,2.0,1.0,3.0,3.0,20,3.0,1.0,1,3.0,2,1.0,2.0,1
2.0,24,2.0,3.0,2896,2.0,2.0,2.0,3.0,1.0,1.0,3.0,29,3.0,2.0,1,3.0,2,1.0,2.0,1
2.0,24,3.0,9.0,6967,2.0,4.0,4.0,3.0,1.0,4.0,3.0,36,3.0,1.0,1,4.0,2,2.0,2.0,1
4.0,36,2.0,6.0,1819,1.0,3.0,4.0,3.0,1.0,4.0,3.0,37,2.0,3.0,1,3.0,2,2.0,2.0,0
4.0,24,2.0,3.0,5943,5.0,2.0,1.0,2.0,1.0,1.0,3.0,44,3.0,2.0,2,3.0,2,2.0,2.0,0
4.0,36,4.0,2.0,7127,1.0,2.0,2.0,2.0,1.0,4.0,2.0,23,3.0,1.0,2,3.0,2,2.0,2.0,0
4.0,36,2.0,2.0,3349,1.0,3.0,4.0,2.0,1.0,2.0,3.0,28,3.0,2.0,1,4.0,2,2.0,2.0,0
4.0,36,2.0,2.0,10974,1.0,1.0,4.0,2.0,1.0,2.0,3.0,26,3.0,2.0,2,4.0,2,2.0,2.0,0
4.0,6,2.0,3.0,518,1.0,3.0,3.0,2.0,1.0,1.0,1.0,29,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,18,2.0,3.0,1126,5.0,2.0,4.0,2.0,1.0,2.0,1.0,21,3.0,1.0,1,3.0,2,2.0,2.0,1
2.0,12,4.0,1.0,1860,1.0,1.0,4.0,3.0,1.0,2.0,3.0,34,3.0,2.0,2,4.0,2,2.0,2.0,1
4.0,18,4.0,3.0,9566,1.0,3.0,2.0,2.0,1.0,2.0,3.0,31,2.0,2.0,2,3.0,2,1.0,2.0,1
1.0,12,2.0,3.0,701,1.0,3.0,4.0,4.0,1.0,2.0,1.0,40,3.0,2.0,1,2.0,2,1.0,2.0,1
2.0,12,2.0,3.0,2930,1.0,4.0,2.0,2.0,1.0,1.0,1.0,27,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,18,2.0,3.0,1505,1.0,3.0,4.0,3.0,1.0,2.0,4.0,32,3.0,3.0,1,4.0,2,2.0,2.0,1
4.0,18,4.0,3.0,2238,1.0,3.0,2.0,2.0,1.0,1.0,3.0,25,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,6,4.0,3.0,1503,1.0,4.0,2.0,3.0,1.0,1.0,1.0,42,3.0,2.0,2,2.0,1,1.0,2.0,1
4.0,24,4.0,1.0,2197,5.0,4.0,4.0,3.0,1.0,4.0,3.0,43,3.0,2.0,2,3.0,1,2.0,2.0,1
3.0,12,2.0,3.0,1881,1.0,3.0,2.0,2.0,1.0,2.0,3.0,44,3.0,1.0,1,2.0,2,2.0,2.0,1
1.0,18,4.0,3.0,1880,1.0,4.0,4.0,4.0,1.0,4.0,2.0,32,3.0,2.0,2,4.0,2,2.0,2.0,1
1.0,18,2.0,3.0,2389,1.0,2.0,4.0,2.0,3.0,1.0,3.0,27,2.0,2.0,1,3.0,2,1.0,2.0,1
2.0,24,2.0,3.0,1967,1.0,5.0,4.0,2.0,1.0,4.0,3.0,20,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,6,4.0,0.0,3380,1.0,4.0,1.0,2.0,1.0,1.0,1.0,37,3.0,2.0,1,3.0,1,1.0,2.0,1
4.0,6,4.0,0.0,1455,1.0,4.0,2.0,3.0,1.0,1.0,1.0,42,3.0,2.0,3,2.0,1,1.0,2.0,1
4.0,7,4.0,3.0,730,5.0,5.0,4.0,3.0,1.0,2.0,2.0,46,3.0,1.0,2,2.0,2,2.0,2.0,1
2.0,18,0.0,2.0,3244,1.0,3.0,1.0,2.0,1.0,4.0,3.0,33,1.0,2.0,2,3.0,2,2.0,2.0,1
2.0,9,2.0,3.0,1670,1.0,2.0,4.0,2.0,1.0,2.0,3.0,22,3.0,2.0,1,3.0,2,2.0,2.0,0
2.0,48,4.0,3.0,3979,5.0,4.0,4.0,3.0,1.0,1.0,3.0,75,3.0,2.0,2,3.0,1,2.0,2.0,1
2.0,12,2.0,2.0,1922,1.0,3.0,4.0,3.0,1.0,2.0,2.0,37,3.0,2.0,1,2.0,2,1.0,2.0,0
4.0,18,4.0,2.0,1295,1.0,2.0,4.0,2.0,1.0,1.0,2.0,27,3.0,2.0,2,3.0,2,1.0,2.0,1
4.0,6,4.0,3.0,1544,1.0,4.0,2.0,3.0,1.0,1.0,1.0,42,3.0,2.0,3,2.0,1,1.0,2.0,1
2.0,8,2.0,9.0,907,1.0,2.0,3.0,4.0,1.0,2.0,1.0,26,3.0,2.0,1,3.0,2,2.0,2.0,1
3.0,10,4.0,3.0,1347,5.0,4.0,4.0,3.0,1.0,2.0,2.0,27,3.0,2.0,2,3.0,76,2.0,2.0,1
2.0,12,2.0,0.0,1007,4.0,3.0,4.0,4.0,1.0,1.0,1.0,22,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,12,4.0,2.0,1402,3.0,4.0,3.0,2.0,1.0,4.0,3.0,37,3.0,1.0,1,3.0,2,2.0,2.0,1
2.0,12,2.0,0.0,2002,1.0,4.0,3.0,3.0,1.0,4.0,2.0,30,3.0,1.0,1,3.0,1,2.0,2.0,1
4.0,60,4.0,6.0,2096,1.0,4.0,2.0,3.0,1.0,3.0,1.0,49,3.0,2.0,1,2.0,1,1.0,2.0,1
4.0,12,2.0,0.0,1101,1.0,3.0,3.0,4.0,1.0,2.0,1.0,27,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,10,2.0,8.0,894,5.0,4.0,4.0,2.0,1.0,3.0,2.0,40,3.0,2.0,1,3.0,2,2.0,2.0,1
2.0,11,2.0,2.0,1577,4.0,2.0,4.0,2.0,1.0,1.0,1.0,20,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,33,3.0,9.0,2764,1.0,3.0,2.0,2.0,1.0,2.0,3.0,26,3.0,2.0,2,3.0,2,2.0,2.0,1
2.0,48,0.0,0.0,8358,3.0,2.0,1.0,2.0,1.0,1.0,3.0,30,3.0,2.0,2,3.0,2,1.0,2.0,1
3.0,12,2.0,2.0,1474,1.0,3.0,4.0,2.0,1.0,1.0,2.0,33,1.0,2.0,1,4.0,2,2.0,2.0,1
4.0,24,2.0,1.0,5433,5.0,1.0,2.0,2.0,1.0,4.0,2.0,26,3.0,1.0,1,4.0,2,2.0,2.0,1
2.0,14,2.0,9.0,1410,3.0,5.0,1.0,4.0,1.0,2.0,1.0,35,3.0,2.0,1,3.0,2,2.0,2.0,1
4.0,20,4.0,0.0,3485,5.0,2.0,2.0,1.0,1.0,4.0,1.0,44,3.0,2.0,2,3.0,2,2.0,2.0,1
4.0,18,4.0,1.0,3850,1.0,4.0,3.0,3.0,1.0,1.0,3.0,27,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,60,2.0,0.0,7408,2.0,2.0,4.0,2.0,1.0,2.0,2.0,24,3.0,2.0,1,4.0,2,1.0,2.0,0
3.0,24,2.0,3.0,1377,2.0,5.0,4.0,2.0,1.0,2.0,4.0,47,3.0,3.0,1,3.0,2,2.0,2.0,1
4.0,30,3.0,9.0,4272,1.0,3.0,2.0,3.0,3.0,2.0,2.0,26,3.0,2.0,2,2.0,2,1.0,2.0,1
2.0,24,3.0,3.0,1553,2.0,4.0,3.0,2.0,1.0,2.0,2.0,23,3.0,1.0,2,3.0,2,2.0,2.0,1
2.0,36,3.0,9.0,2325,2.0,4.0,1.0,3.0,1.0,3.0,2.0,31,3.0,2.0,2,2.0,1,2.0,2.0,1
4.0,6,4.0,0.0,409,2.0,3.0,4.0,2.0,1.0,4.0,3.0,52,3.0,2.0,2,2.0,2,1.0,2.0,1
4.0,12,4.0,2.0,1935,1.0,5.0,4.0,3.0,1.0,4.0,3.0,43,3.0,2.0,3,3.0,2,2.0,2.0,1
4.0,48,2.0,3.0,10222,5.0,4.0,4.0,3.0,1.0,3.0,3.0,37,2.0,2.0,1,3.0,2,2.0,2.0,1
3.0,12,2.0,0.0,1330,1.0,2.0,4.0,3.0,1.0,1.0,1.0,26,3.0,2.0,1,3.0,2,1.0,2.0,1
4.0,36,2.0,6.0,9055,5.0,3.0,2.0,3.0,1.0,4.0,4.0,35,3.0,3.0,1,2.0,1,2.0,2.0,1
2.0,26,2.0,1.0,7966,1.0,2.0,2.0,3.0,1.0,3.0,3.0,30,3.0,2.0,2,3.0,2,1.0,2.0,1
2.0,30,1.0,2.0,3496,4.0,3.0,4.0,3.0,1.0,2.0,3.0,34,2.0,2.0,1,3.0,1,2.0,2.0,1
2.0,36,2.0,1.0,6948,1.0,3.0,2.0,3.0,1.0,2.0,3.0,35,3.0,1.0,1,4.0,2,2.0,2.0,1
1.0,12,2.0,6.0,684,1.0,3.0,4.0,3.0,1.0,4.0,3.0,40,3.0,1.0,1,2.0,1,1.0,2.0,0
1.0,33,4.0,2.0,4281,3.0,3.0,1.0,2.0,1.0,4.0,3.0,23,3.0,2.0,2,3.0,2,1.0,2.0,0
1.0,42,2.0,3.0,7174,5.0,4.0,4.0,2.0,1.0,3.0,3.0,30,3.0,2.0,1,4.0,2,2.0,2.0,0
1.0,24,1.0,3.0,1546,1.0,4.0,4.0,3.0,3.0,4.0,3.0,24,1.0,1.0,1,2.0,2,1.0,2.0,0
1.0,24,2.0,2.0,2359,2.0,1.0,1.0,1.0,1.0,1.0,2.0,33,3.0,2.0,1,3.0,2,1.0,2.0,0
4.0,24,4.0,3.0,3621,2.0,5.0,2.0,3.0,1.0,4.0,3.0,31,3.0,2.0,2,3.0,2,1.0,2.0,0
1.0,12,2.0,4.0,741,2.0,1.0,4.0,2.0,1.0,3.0,2.0,22,3.0,2.0,1,3.0,2,1.0,2.0,0
1.0,12,2.0,2.0,7865,1.0,5.0,4.0,3.0,1.0,4.0,4.0,53,3.0,3.0,1,4.0,2,2.0,2.0,0
1.0,24,2.0,1.0,2910,1.0,4.0,2.0,3.0,1.0,1.0,4.0,34,3.0,3.0,1,4.0,2,2.0,2.0,1
